username,description,location,following,followers,totaltweets,retweetcount,text,target,hashtags,actual_time
IndiaToday,"Brings you news breaks: Exclusive political, entertainment, sports insight, unbiased-nonaligned. We are also on Instagram : https://t.co/4QkZBcxSJ5",India,245,5907327,969056,2,"Every year during the months of northeast monsoon, Tamil Nadu experiences a sudden rain that floods roads, subways, airports throwing life out of gear

#Chennai #Rains 

https://t.co/agRtQxTS0t",0,"['Chennai', 'Rains']",2021-12-31 09:57:08+00:00
varshith_villan,🔰தல வெறியன் -மறக்கூட்டம்🔰,,13,3,1237,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 09:13:46+00:00
dharik_anwar,,villupuram,118,60,26955,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 10:48:15+00:00
amuthan2112,I am fan of thala ajith I love my family,,228,28,8306,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 08:13:08+00:00
eswar11924976,AK,,73,21,8142,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 09:23:50+00:00
VelSrini,,,135,51,9016,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 12:10:16+00:00
Athish00,,,29,0,6,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 13:26:10+00:00
tweet4sree,,,13,2,25,0,"Good rains now in omr, chennai
#Chennai",1,['Chennai'],2021-12-31 09:44:50+00:00
MiltonDominic3,Football,,134,17,2721,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 11:54:55+00:00
KarthikRaksan,அடுத்த நிமிஷம் நிச்சயம் இல்லாத வாழ்க்கை...முடிஞ்ச வரைக்கும் எல்லாரையும் சந்தோஷ படுத்துவோம் 💕,"Batlagundu, India",1347,225,1447,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 12:51:15+00:00
romeovj6,,,435,35,1891,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 19:52:40+00:00
I_am_SaiGanesh,"🌧️Weather Blogger & environmental enthusiast🌧

🌳Working towards to Make Earth Greener 🌍

⭐ Rain Lover, Tracking Storm, Stargazing, Plane Spotting  ✈ ✈","Chennai, Tamil Nadu",736,482,5100,27,"Parts of #Chennai coming under some fairly heavy spell of #Rains, we could see #thunderstorms develop as the rain clouds move across the land.  Slow moving storms so the rains could be very heavy in one or two places. #COMK #ChennaiRains. #ChennaiRains2021 https://t.co/T7APb3X6ez",1,"['Chennai', 'Rains', 'thunderstorms']",2021-12-31 07:48:46+00:00
aj87174495,Die hard AK fan,,50,7,1721,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 09:47:34+00:00
MersalSri,"iF - U - ThiNk( Ur )PaSt  -+-+-  T H E N
               U MiSsiNG : UR ; / FuTurE /","Tamil Nadu, India",420,243,71167,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 11:14:17+00:00
sriku67,Be Kind.,"Chennai, India",785,44,9736,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 16:26:17+00:00
Sathishr01,,"Chennai, India",66,1,206,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 10:56:08+00:00
earthadil21,"first priority humanity & Islam teaches us humanity
proud to be #MUSLIM #kashmiri",Kashmir Srinagar,41,444,2993,10,"Jinnah, a bank manager in #Chennai, helped make way for 3 #ambulances that were stuck in a traffic jam amid heavy rains. He parked his two-wheeler and walked for 4 kilometres to ensure that the emergency medical vehicles reached the hospital on time.

#Hero https://t.co/omqyaG6Ntb",0,"['Chennai', 'ambulances']",2022-01-03 10:44:42+00:00
imd_zone2,,,716,3374,40692,0,"#Now #ChennaiRains
Heavy rains in #Chennai https://t.co/AmbaTXs9Nw",1,"['Now', 'ChennaiRains', 'Chennai']",2021-12-31 12:49:28+00:00
MichaelStalinV2,தமிழன்,,143,34,1268,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 14:34:16+00:00
Logavp,"Logesh, 28 SA City, ⚽️🍻🛠📽🥘",Malaysia,410,286,30102,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 08:00:02+00:00
royal_Nitish1,"जिंदगी में सब कुछ हार जाओ लेकिन जीतने की उम्मीद मत हारना,  जय श्री कृष्णा।🙏",,439,751,17441,154,"Heavy rains in #TamilNadu cause 3 deaths, parts of #Chennai waterlogged 

#ChennaiRain #ChennaiRains2021 #chennaifloods

https://t.co/7V5nWkOKes #latest_news",1,"['TamilNadu', 'Chennai', 'ChennaiRain', 'ChennaiRains2021']",2022-01-01 00:09:20+00:00
Senthil03012790,,,188,16,940,27,"Parts of #Chennai coming under some fairly heavy spell of #Rains, we could see #thunderstorms develop as the rain clouds move across the land.  Slow moving storms so the rains could be very heavy in one or two places. #COMK #ChennaiRains. #ChennaiRains2021 https://t.co/T7APb3X6ez",1,"['Chennai', 'Rains', 'thunderstorms']",2021-12-31 07:50:09+00:00
yugendran2410,"Film Student
Film Fanatic","Petaling Jaya, Selangor",822,154,7620,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 08:06:08+00:00
HariDevineni8,"Jai NTR 
Jai Balayya",,938,106,38120,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 13:27:05+00:00
ksatish89044107,rajini veriyan to d core,"Anekal Bangaluru, India",86,76,2947,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 13:07:40+00:00
IndiaToday,"Brings you news breaks: Exclusive political, entertainment, sports insight, unbiased-nonaligned. We are also on Instagram : https://t.co/4QkZBcxSJ5",India,245,5907327,969056,3,"TN CM Stalin calls out IMD for not predicting Chennai rains; cold wave likely in NW India from Jan 4

Track updates: https://t.co/T4n2pp87aP 
#IMD #TamilNadu #Chennai #ChennaiRains https://t.co/XbMoQlDz4P",0,"['IMD', 'TamilNadu', 'Chennai', 'ChennaiRains']",2022-01-01 04:52:27+00:00
Shining1Shimmer,"love love love! :) 🌸💕

My youtube channel: https://t.co/G0SsK6WPYV",,44,64,12392,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 12:41:17+00:00
Ashutoshhello5,,,166,6,335,6,"Preserving wetlands is crucial for #Chennai to stay above water during rains and cyclones

 Chennai is only 6.7 metres above sea level and more often than not, large areas of the city are quickly flooded after a shower. https://t.co/jbwgdUNkkM 

By Nina Varghese",1,['Chennai'],2022-01-03 03:16:01+00:00
SkymetWeather,"Round the clock pan India weather alerts, forecasts, and observations. Latest news and updates on #weather from all parts of India.",India,487,95463,96914,0,"These rainfall activities in #Chennai may be heavy in nature today &amp; tomorrow but may not be as heavy as already experienced yesterday. On Jan 2, rains may reduce but full clearance is only expected around Jan 3. #ChennaiRains #ChennaiRains2021 

https://t.co/52uM24Oi48",1,"['Chennai', 'ChennaiRains', 'ChennaiRains2021']",2021-12-31 10:19:52+00:00
KsindhaMathar1,die heart of thalapathy fan🔥🔥ignore Negativity 💥 raina fan,tirunelveli,1834,1575,79282,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 09:44:23+00:00
GunaArr,,,14,0,45,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 13:17:51+00:00
Chennai_nem,Weather Blogger providing weather updates from Chennai .,"Chennai, India",37,6276,3095,1,Started raining 🌧  in many places of #Chennai . Radar hints more rains ahead in coming hours #chennairains #chennaiweather,1,"['Chennai', 'chennairains', 'chennaiweather']",2021-12-31 08:46:40+00:00
OskarRodricks,Mong cahr sing char chalo djik he,,40,1,19,1,"BLAME GAME OVER CHENNAI RAINS
After CM #Stalin blamed the MET department over 'wrong rain predictions' that wreaked havoc in the #Chennai, the #IMD has hit back saying their radar was dysfunctional and their equipment needs to be upgraded. Listen in. https://t.co/Pn8Zt36GKj",0,['Stalin'],2021-12-31 10:42:39+00:00
BigilYunushVfc,#Thalapathy @actorvijay 👑 | #Thala @msdhoni 7⃣ 🏆 | Queen @samanthaprabhu2 😍 | Goosebumb @anirudhofficial💥|@hiphoptamizha 🥁 | @Atlee_dir⚡️|@ARMurugadoss💣💥,Udumalpet,2791,3109,266325,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 11:35:52+00:00
Ashwin28991994,insta@ashwin_life07 #ashwin_life07 #Ashwin_photography07,,27,7,63,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 11:12:18+00:00
CabipoolCHN,"Ride, Chat & Share! Official Exclusive handle for RTing #ChennaiTrafficUpdates. Download our app from https://t.co/5gKWGAkQzI","Chennai, India",15,309,21618,7,"A day of unprecedented insane rains and #Chennai city is on standstill.
Roads flooded
No electricity
No transport
Traffic jams
There’s no taxi to be hired
No restaurants open

Absolute mayhem in the city!

Making Tehri using my iPhone &amp; scented candles. 🤐🙈😅

#chennaifloods",1,['Chennai'],2021-12-31 14:42:31+00:00
DevkiranRamana1,,,137,2,439,7,"#Nungampakkam already got excess rains this January  with 30 mm..Avg around 25 mm..
Rains with breaks to continue to #Chennai &amp; other coastal areas in #TN for next 2 days in #Tamilnadu.Then around #Pongal.
Spot the diff between Elnino years (2015-16) and Lanina years(2021-22)",1,['Nungampakkam'],2021-12-31 12:02:48+00:00
scroll_in,"Quality journalism isn't cheap. Support https://t.co/dDlzkWD5yp. 
Here's how https://t.co/nJZ81DnHvp",,102,436194,391770,6,"Preserving wetlands is crucial for #Chennai to stay above water during rains and cyclones

 Chennai is only 6.7 metres above sea level and more often than not, large areas of the city are quickly flooded after a shower. https://t.co/jbwgdUNkkM 

By Nina Varghese",1,['Chennai'],2022-01-03 03:00:27+00:00
kannan76723092,,,5003,154,54399,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 10:22:57+00:00
Sapiens98,,,58,69,10830,1,"Hell fell on #Chennai! Endless #rains and #floods throughout #TamilNadu, #India

A red alert has been issued for four Tamil Nadu districts: Chennai, #Kancheepuram, #Thiruvallur, and #Chengalepattu

Fri Dec 31 2021

𝖠 𝖡 𝖸 𝖲 𝖲 ℭ𝔥𝔯𝔬𝔫𝔦𝔠𝔩𝔢𝔰 2021 https://t.co/Kq2iCj7hRu",1,"['Chennai', 'rains', 'floods', 'TamilNadu', 'India']",2022-01-01 02:09:34+00:00
rajpersonal2002,Tweets r my personal views. RTs r not endorsement,,3148,1105,34150,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 07:57:10+00:00
chennaisweather,"Self-Taught Weather Interpreter giving Updates for TN, KL and wherever Necessary. Passionate about Tropical Cyclones. Refer @indiametdept for Official Alerts","Chennai, India",129,3541,1967,1,"Crazy rains hit #Chennai making a memorable year-end. Rains has begun in South #Chennai will cover the city in upcoming hours. 

More areas surrounding coastals will be covered as easterlies penetrate far inland. Heavy rains have also started in Pondy-delta area.

#ChennaiRains",1,"['Chennai', 'Chennai', 'ChennaiRains']",2021-12-31 08:09:25+00:00
sakthi_afc,"Believe in yourself 🔥
என்றும் தல ❤️💯
MSD 🇮🇳","Tamil Nadu, India",961,144,11584,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 07:55:06+00:00
Arsalan_taj0,"Study 📖
Contact Number +923001454155",Pakistan,1520,1524,18623,26,"Within days of the receipt of this letter, the Chennai office of IMD says that it does not have the technology to foresee the recent rains. The minister should take note of this. #Chennai #Rain #Flood #People",0,[],2022-01-01 10:15:29+00:00
mohamed36606560,,,233,18,95,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 08:12:41+00:00
HimanshiKagzi,• Media Monitoring • Nationalist • BJP Volunteer • Teacher 👩‍🏫 • Work for Nation🇮🇳• Music 🎧 • Dance💃 #Success is the best revenge,Bhiwani,1557,1190,10642,154,"Heavy rains in #TamilNadu cause 3 deaths, parts of #Chennai waterlogged 

#ChennaiRain #ChennaiRains2021 #chennaifloods

https://t.co/7V5nWkOKes #latest_news",1,"['TamilNadu', 'Chennai', 'ChennaiRain', 'ChennaiRains2021']",2021-12-31 13:54:00+00:00
vijayaudhay,Die Hard Thala Fan 💥/Cricket Lover 🏏/Photography Editing 🎥/Nature lover 🌿 ᵛᵃˡᶤᵐᵃᶤ,"Chennai, India",2316,1027,49742,27,"Parts of #Chennai coming under some fairly heavy spell of #Rains, we could see #thunderstorms develop as the rain clouds move across the land.  Slow moving storms so the rains could be very heavy in one or two places. #COMK #ChennaiRains. #ChennaiRains2021 https://t.co/T7APb3X6ez",1,"['Chennai', 'Rains', 'thunderstorms']",2021-12-31 08:58:53+00:00
NARAYANRAO12,,,131,774,120090,154,"Heavy rains in #TamilNadu cause 3 deaths, parts of #Chennai waterlogged 

#ChennaiRain #ChennaiRains2021 #chennaifloods

https://t.co/7V5nWkOKes #latest_news",1,"['TamilNadu', 'Chennai', 'ChennaiRain', 'ChennaiRains2021']",2021-12-31 08:02:26+00:00
VISHWA2529,BE KIND ✨,,106,9,1701,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 08:22:38+00:00
Basant50457197,"#JAY_SRI_RAM
हर हर महादेव",Jharkhand ranchi,2965,1420,149989,6,"On Thursday night, following heavy #rains received in #Chennai all evening, 2,000 cusecs of water was discharged from the Chembarambakkam reservoir 
#chennairains #ChennaiRains2021 
Video: Velankanni Raj. B /The Hindu https://t.co/oERlDSY74f",1,"['rains', 'Chennai']",2021-12-31 08:29:23+00:00
Pranav8998,"Love, Grace, Gratitude❤🔥 #Goals #socialist #communist #books #orator #buddingwriter #politics
 #தமிழ்_பேசும்_இந்தியன்😇

https://t.co/T7xLx09pN2",தமிழ்நாடு,258,17,541,31,"Mulitple location in Chennai city facing heavy traffic congestion for several hours now due to the unexpected rains.
Video: @Akshayanath 
#Chennai #Chennaitraffic #traffic #heavyrain https://t.co/VZ9SG1w0OA",0,[],2021-12-31 08:48:10+00:00
HWNewsEnglish,"Unbiased. Real. Honest. A news channel that breaks the stereotype and sets the path for news. To Join our YouTube Membership, click 👇https://t.co/CYsl04bCwW","Mumbai, India",39,9499,26550,3,"Chennai Rains: Waterlogging, Traffic Jam Annoys Citizens, CM Stalin Assures Quick Relief #ChennaiRains #MKStalin #Chennai #Waterlogging https://t.co/kx0pl3XK3C",0,"['ChennaiRains', 'MKStalin', 'Chennai', 'Waterlogging']",2021-12-31 10:33:13+00:00
DINESHK84828649,"ÀK பக்தன்❤️
ú1 & HIP HOP ÁDÏÇKT 😍
STUDYING 💯
ÑÀZ FÂÑ
❣️உன்னோடு வாழ்ந்த ஒவ்வொரு மணித்துளியும்; மரணப்படுக்கையிலும் மறவாத என் கண்மணியே❣️",,178,25,740,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 12:30:21+00:00
dharannniii,"Reporter @pttvonlinenews covering Chennai Corporation, Civic Issues and Environment | Views are personal | B+ | https://t.co/NjGxxPP1F2 | #MEET","Chennai, India",894,5114,2925,26,"Within days of the receipt of this letter, the Chennai office of IMD says that it does not have the technology to foresee the recent rains. The minister should take note of this. #Chennai #Rain #Flood #People",0,[],2022-01-01 20:40:49+00:00
maiamtrends,"ஒன்றிணைவோம்! வென்றிடுவோம்!
மய்யத்தாரை இணைக்கும் பக்கம்.(unofficial)",,399,560,15680,16,"Lack of vision , #corruption
#mismanagement.. well said.. People started realizing the effect of corruption in the form of rains and also recent building and #wallcollapse issue. Selecting right candidates is in the hands of people. 

#Chennai 
#ChennaiRains2021 
#chennaifloods https://t.co/neVil3OMJc",0,"['corruption', 'mismanagement']",2021-12-31 15:02:26+00:00
